LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mrs.,Self Generated,Assigned,,,Ciara Guzman,GY4 0PZ,9192 Integer Ave,507
Ms.,Email,Converted,,,Charissa Lott,WY7 1VE,377-9918 Mauris St.,450
Ms.,Employee,Dead,,,Quinlan Gill,A1 8UA,1938 Accumsan St.,192
Mrs.,Partner,Dead,,,Ivana Bird,OX6 9YJ,"P.O. Box 446, 3781 Augue. Road",474
Mr.,Partner,In Process,,,Kyra Norman,PT35 4OM,Ap #444-1890 Malesuada St.,7
Ms.,Cold Call,New,,,Jakeem Cummings,WK2F 8GN,"8689 Ullamcorper, Ave",137
Mrs.,Other,Converted,,,Echo Mitchell,K34 9BY,5306 Convallis St.,491
Mr.,Word of mouth,New,,,Dana Thomas,BQ40 3LC,6947 Eu Street,262
Ms.,Campaign,Dead,,,Barrett Mcintyre,I8 2PL,"P.O. Box 261, 5692 Nulla Rd.",382
Mr.,Cold Call,Assigned,,,Roary Good,ZG40 6SR,243-7407 Ac Road,83
Mr.,Campaign,Assigned,,,Medge Blanchard,O4E 5FW,"Ap #638-7127 Non, St.",507
Ms.,Partner,In Process,,,Carla Carr,AA9 2GN,903-9217 Pellentesque. Ave,202
Mrs.,Self Generated,Assigned,,,Boris Kirby,WG0D 9JJ,"P.O. Box 967, 2938 Fringilla Street",369
Mr.,Direct Mail,Assigned,,,Amal Mcfarland,DM2 3ZQ,493-7273 Consectetuer Avenue,511
Mrs.,Employee,New,,,Fulton Forbes,PB6 5ZT,422-7675 Rutrum St.,229
Ms.,Self Generated,Converted,,,Callie Guerrero,Q8X 9QV,Ap #254-4074 Urna St.,116
Mrs.,Existing Customer,Recycled,,,Marsden Sexton,K0X 9XE,8901 Nunc Road,90
Mr.,Partner,Converted,,,Inez Wiley,DM7 7RI,Ap #893-8910 Vitae Rd.,81
Mr.,Other,Assigned,,,Jelani Payne,G4O 8GM,"P.O. Box 999, 4061 Quam. Av.",308
Ms.,Public Relations,Converted,,,Kaseem Chase,S90 8TN,7979 Pellentesque St.,283
Ms.,Partner,Converted,,,Carl Deleon,N3 3TE,982-202 Pellentesque Avenue,500
Mr.,Web Site,In Process,,,Ian Parker,YF5 5JH,2554 Magna Ave,278
Mr.,Web Site,Recycled,,,Ivan Chen,G0W 7TO,"P.O. Box 183, 9972 Lorem Avenue",300
Mr.,Conference,Dead,,,Kirk Webster,BK5 8NR,790-5410 Arcu. Rd.,192
Mrs.,Campaign,In Process,,,Shana Hutchinson,KL1H 8MQ,286-2243 Nulla. Street,438
Ms.,Direct Mail,Converted,,,Brenden Rollins,I1S 6EA,Ap #577-6452 Nec Road,366
Mr.,Campaign,In Process,,,Xaviera Dennis,PA9T 7EK,"P.O. Box 887, 605 Suspendisse Av.",144
Ms.,Direct Mail,Dead,,,Vivian Heath,EK3 5JP,180-6076 In St.,254
Mr.,Other,Assigned,,,Bo Cantrell,WY09 2AU,Ap #657-1648 Orci. Street,501
Mr.,Partner,Recycled,,,Rosalyn Lambert,P3Y 9YN,923-8873 Fermentum Street,357
Mrs.,Web Site,New,,,Echo Holmes,Z3N 6GG,612-559 Risus Av.,420
Mr.,Partner,Recycled,,,Xanthus Miles,D1 5BT,"289-3336 A, Ave",421
Ms.,Partner,In Process,,,Conan Dawson,IV49 4MS,Ap #352-8215 Auctor. Road,233
Mr.,Partner,Converted,,,Katelyn Bailey,QA98 8WK,"Ap #239-4722 Egestas, Av.",369
Mr.,Existing Customer,Dead,,,Juliet Spears,D7 4IX,9870 Etiam Road,23
Ms.,Word of mouth,New,,,Talon Ewing,A9 3HZ,619-3018 Diam Road,183
Mr.,Public Relations,Assigned,,,Maxwell Bates,IH09 1RR,"P.O. Box 214, 6457 Lectus Rd.",100
Ms.,Self Generated,In Process,,,Benjamin Sandoval,A2 9BE,812-1605 Nunc Avenue,18
Ms.,Existing Customer,New,,,Justina Serrano,GO8 8XZ,"Ap #608-4411 Amet, St.",38
Mrs.,Cold Call,Dead,,,Dante Carrillo,TI6 0GU,"P.O. Box 202, 4102 Nunc Street",165
Ms.,Partner,New,,,Ishmael Foley,XV6 1KI,Ap #319-7374 Rhoncus. Ave,222
Mr.,Conference,Dead,,,Jada Yang,N07 8ST,120-9294 Nam Rd.,156
Mrs.,Self Generated,In Process,,,Kylee Dillard,F4 1EH,Ap #357-3170 Ipsum Rd.,135
Mr.,Existing Customer,New,,,Rashad Peters,S7W 1AU,9630 Sit Rd.,225
Ms.,Direct Mail,In Process,,,Sharon Garner,M13 2NM,"P.O. Box 894, 5490 Laoreet Rd.",172
Mrs.,Conference,Assigned,,,Bree Simon,MW7 0RS,Ap #547-6934 Ultricies Rd.,91
Mr.,Cold Call,In Process,,,Cadman Garner,VD9C 7HK,"P.O. Box 739, 1631 Eget Avenue",532
Mr.,Conference,Recycled,,,Allen Mcgee,OS7E 2DY,Ap #973-3753 Ultricies St.,150
Ms.,Public Relations,Recycled,,,Phelan Burns,X3 2SL,Ap #785-3085 Integer Road,411
Mrs.,Direct Mail,New,,,Isabella Osborn,AA3E 0YZ,1901 Eget Street,483
Mrs.,Partner,Recycled,,,Brett Miller,AO69 9QK,"9816 Odio, Rd.",506
Ms.,Web Site,New,,,Graham Cain,FL97 2NE,807-1919 Mauris. Avenue,213
Mrs.,Public Relations,In Process,,,Constance Fleming,PG1C 2NU,Ap #422-5044 Porttitor Rd.,358
Mr.,Existing Customer,Dead,,,Nomlanga Bowers,X80 0PC,"P.O. Box 601, 7275 Aliquet. Avenue",481
Ms.,Email,Assigned,,,Sean Ward,F39 5CO,3381 Orci. Rd.,333
Ms.,Web Site,New,,,Jameson Rodriquez,E44 2WW,Ap #354-8679 Suspendisse Ave,375
Mrs.,Partner,Recycled,,,Linda Pittman,Y1Q 7BG,3287 Odio. Ave,33
Mrs.,Cold Call,Recycled,,,Yuli Ferrell,R64 5QP,3100 Semper Av.,203
Mrs.,Direct Mail,Converted,,,Rhiannon Ross,E6P 4KH,840-2151 Urna. Avenue,512
Mrs.,Email,Assigned,,,Scarlet Reed,J17 0IQ,Ap #304-1090 Aliquam Rd.,501
Mrs.,Employee,Recycled,,,Quon George,Q2M 7VO,3388 Feugiat Av.,58
Mrs.,Conference,Recycled,,,Zeph Bradford,D5V 1QI,208 Vel Ave,481
Mrs.,Partner,Assigned,,,Kennedy Curry,N34 0HQ,380-7815 Turpis Avenue,390
Mr.,Conference,In Process,,,Chantale Hogan,UZ4 6HD,7174 Malesuada Rd.,453
Mrs.,Partner,Converted,,,Basil Gates,S8Q 9UZ,Ap #142-1814 Vivamus Road,231
Mrs.,Word of mouth,New,,,Graiden Cohen,V41 3SM,"P.O. Box 396, 3246 Hendrerit Rd.",504
Mrs.,Email,In Process,,,Vance Potts,B7H 6VL,"Ap #534-6546 Vel, Av.",512
Ms.,Conference,In Process,,,Jillian Blackwell,E42 7DP,Ap #135-9846 Eget Avenue,419
Mr.,Email,Converted,,,Ryder Klein,PK81 1PC,392-2377 Adipiscing St.,374
Mrs.,Other,Dead,,,Shad Berger,HV1A 0ZD,Ap #917-2260 Dapibus Rd.,474
Mr.,Cold Call,Recycled,,,Seth Rosa,W9 4GE,"P.O. Box 635, 8456 Ornare Avenue",417
Mrs.,Web Site,Converted,,,Abraham Rhodes,C4 6SF,"P.O. Box 760, 6400 Nec, St.",229
Mr.,Partner,In Process,,,Nelle Mccullough,W6 3SN,Ap #700-513 Facilisis. Avenue,245
Mr.,Web Site,Converted,,,Kimberly Acevedo,VU5X 6RT,370-9496 Pede. Ave,139
Mr.,Email,New,,,Natalie Reeves,U1E 1XQ,1149 Ipsum Road,169
Mrs.,Campaign,Converted,,,Emi Pennington,K1 9CX,Ap #231-1462 Risus Ave,33
Mrs.,Employee,Recycled,,,Kasimir Wallace,TK94 0GL,938-6997 In Av.,313
Mrs.,Email,In Process,,,Inga Barron,N9 1BE,779-8435 Amet Avenue,337
Mr.,Direct Mail,Recycled,,,Brenden Meadows,X2 2AC,599-8659 Quisque Avenue,140
Mr.,Cold Call,Dead,,,Ryder Thompson,PB64 5GN,9055 Egestas Av.,316
Ms.,Word of mouth,Dead,,,Palmer Moreno,L98 8IP,"P.O. Box 954, 216 Donec Road",58
Mrs.,Conference,Dead,,,Cameron Wagner,KP7Z 7OL,207 Tellus. St.,347
Mrs.,Employee,Assigned,,,Jael Barnett,R0G 1YM,2356 Varius Road,405
Mrs.,Word of mouth,Assigned,,,Rina Trevino,Y42 1EC,Ap #445-9780 Dui. Rd.,153
Ms.,Public Relations,New,,,Cameron Peterson,FI5O 9JX,100-7892 Non Avenue,223
Ms.,Cold Call,Recycled,,,Grady Smith,HG2 6KM,Ap #176-6927 Vivamus Road,110
Ms.,Self Generated,Assigned,,,Isaac Harrell,WH0 6MN,6446 Sem Road,182
Mrs.,Public Relations,Converted,,,Abbot Byers,KT77 9JR,3067 Fermentum Street,365
Mrs.,Email,Recycled,,,Yuli Conley,W9 4SO,Ap #925-9225 Eu Avenue,114
Ms.,Word of mouth,Recycled,,,Hannah Strickland,T34 3XS,790-8908 Facilisis Avenue,433
Mr.,Public Relations,New,,,Cameron Bird,C7U 5ZB,185-2596 Dui Avenue,381
Mr.,Employee,New,,,Ulysses Mueller,VD46 0RO,"P.O. Box 815, 1711 Metus. Rd.",366
Ms.,Trade Show,New,,,Eagan Lopez,X1 7AM,2619 Id St.,19
Mr.,Public Relations,Converted,,,Rylee Wilcox,VX72 8FZ,727-8057 Quisque Av.,117
Mr.,Other,In Process,,,Abdul Robbins,A7L 8BU,8512 Scelerisque Street,189
Mrs.,Self Generated,New,,,Isabelle Boyle,GF58 7EV,"P.O. Box 278, 6931 Malesuada Avenue",210
Mrs.,Employee,Recycled,,,Rachel Daniel,Q55 8IZ,Ap #133-6969 Suspendisse St.,464
Ms.,Partner,Recycled,,,Vaughan Drake,B9 8GX,"P.O. Box 312, 1139 Vel Street",523
Mr.,Direct Mail,Assigned,,,Heidi Roach,E76 0LV,Ap #753-5249 Libero Rd.,461
Mr.,Existing Customer,Converted,,,Eugenia Baldwin,TV65 7XJ,9228 Vel Avenue,334
Mrs.,Email,Recycled,,,Britanney Huber,H8B 8AC,"P.O. Box 278, 6269 Vitae, Rd.",519
Mrs.,Cold Call,Assigned,,,Ulysses Herman,NO7F 8MV,134-9763 Orci St.,144
Ms.,Self Generated,Assigned,,,Connor Tillman,GB7 4OM,9181 Tincidunt Street,71
Mr.,Self Generated,Assigned,,,Indira Fisher,SS7 9DB,3775 Metus. Rd.,454
Mrs.,Campaign,Assigned,,,Leah Bates,WS5I 1CB,3923 Tincidunt Rd.,463
Mr.,Email,New,,,Yvonne Rocha,C93 3JF,Ap #525-1268 Integer St.,12
Ms.,Other,Recycled,,,Henry Frost,ZB8 7GZ,8531 Mi St.,114
Ms.,Cold Call,Converted,,,Deacon Stephenson,S2 7IJ,"577-347 In, Rd.",46
Ms.,Email,Recycled,,,Quail Figueroa,KM32 3LX,Ap #821-9005 Adipiscing. St.,239
Mr.,Trade Show,New,,,Todd Conley,G9T 1UR,422-5221 Interdum. St.,103
Mrs.,Cold Call,In Process,,,Ciaran Morin,HB3X 7JE,634-1338 Odio St.,493
Ms.,Existing Customer,Dead,,,Karleigh Farrell,T2 8KV,"Ap #262-1709 Ut, Road",392
Ms.,Other,Assigned,,,Demetria Hickman,N4U 9PZ,"P.O. Box 392, 3277 Rutrum. Ave",216
Mr.,Employee,Dead,,,Amal Gonzales,RI4X 8SS,4984 Diam St.,236
Mrs.,Employee,New,,,Hasad Briggs,UX8 7PQ,1077 Sit Avenue,380
Ms.,Campaign,In Process,,,Adrian Knight,Q5T 3GZ,"401-5777 Auctor, Av.",399
Mrs.,Trade Show,New,,,Zeus Kennedy,LC8D 4GY,Ap #224-5705 Etiam St.,82
Ms.,Other,New,,,Prescott Sellers,LG4Z 7GQ,Ap #571-6288 Mollis. Rd.,18
Ms.,Conference,Assigned,,,Forrest Summers,ND12 0AV,"P.O. Box 648, 2424 Tincidunt Avenue",292
Ms.,Self Generated,New,,,Hector Curtis,O5 5TW,"P.O. Box 195, 6073 Urna. Avenue",257
Ms.,Campaign,Assigned,,,Winifred Beasley,AT48 0OS,825-1935 Sociis Street,212
Mr.,Trade Show,Converted,,,Hilel Good,X6M 0QD,"P.O. Box 749, 6705 Fusce St.",41
Ms.,Existing Customer,Recycled,,,Devin Delacruz,M01 0UM,4862 Risus St.,393
Ms.,Self Generated,Recycled,,,Richard Preston,R3F 0FG,Ap #285-3179 Rhoncus St.,86
Ms.,Employee,Converted,,,Lyle Burns,P6Z 2XO,788-1801 Nec Rd.,114
Ms.,Word of mouth,Recycled,,,Gabriel Barlow,QV01 2XX,3691 At Street,128
Mr.,Word of mouth,Dead,,,Sarah Goff,RM7 1SK,"P.O. Box 336, 7373 Nibh Avenue",422
Mrs.,Word of mouth,Dead,,,Amelia Sparks,TC04 7RY,"P.O. Box 362, 3558 Dui. St.",228
Ms.,Word of mouth,Assigned,,,Silas Hood,W98 5BT,"P.O. Box 228, 634 Suspendisse St.",424
Mr.,Campaign,Dead,,,Athena Hooper,JY25 7JH,"1348 Purus, St.",12
Mr.,Other,Dead,,,Jemima Hale,PB0B 7FS,5661 Nulla Av.,149
Ms.,Cold Call,In Process,,,Dylan Mercado,L7 3XR,1152 Lectus Rd.,39
Mrs.,Conference,In Process,,,Linus Whitney,MH88 6FM,Ap #205-8047 Nulla Ave,349
Mr.,Other,Assigned,,,Hoyt Dawson,KX4F 5XE,Ap #943-3815 Diam. Av.,507
Ms.,Public Relations,Dead,,,Serena Horne,M3 0PQ,Ap #613-5023 Aliquam Rd.,357
Ms.,Other,Dead,,,Aretha Case,SC3 2ZZ,Ap #132-9322 Enim Rd.,162
Mr.,Partner,In Process,,,Guinevere Colon,V9 5GD,"213-1673 Et, Rd.",95
Mr.,Public Relations,Dead,,,Len Floyd,D76 2GE,389 Porttitor St.,152
Mr.,Web Site,Dead,,,Lester Dillon,NS6 2DX,1592 Nullam Street,322
Mr.,Cold Call,Recycled,,,Shoshana Wilkerson,DK5I 4CI,"P.O. Box 542, 9076 Id, St.",471
Mrs.,Direct Mail,Dead,,,Karly Holman,UO0X 0KC,"P.O. Box 358, 6438 Pellentesque Avenue",81
Mr.,Email,In Process,,,Trevor Munoz,QB7F 0QJ,"P.O. Box 931, 1514 Donec Rd.",59
Mr.,Direct Mail,New,,,Vaughan Wilson,W3 2BO,"P.O. Box 772, 945 Nulla Avenue",370
Ms.,Campaign,Converted,,,Xerxes Reynolds,ZR9Q 7LO,158-1329 Sapien. Ave,349
Ms.,Partner,In Process,,,Chester Frost,A11 9ON,1171 Magnis St.,450
Mrs.,Cold Call,Dead,,,Leonard Brady,PH6 8PW,Ap #695-7913 Lectus Road,376
Mrs.,Self Generated,New,,,Sigourney Lindsey,FT5G 0XD,Ap #941-5674 Sed Av.,460
Mr.,Partner,Dead,,,Dieter Decker,K3 8UM,6811 Rutrum Rd.,212
Ms.,Trade Show,Assigned,,,Brynne Mitchell,NS0N 7JC,7569 Vestibulum Ave,200
Mrs.,Public Relations,New,,,Emmanuel Vincent,XO3 4RO,3522 Mauris. Avenue,173
Mrs.,Web Site,Assigned,,,Nevada Lang,V2 4KP,248-2145 Mauris St.,193
Mrs.,Other,New,,,Florence Hayes,NU8O 5EO,"P.O. Box 173, 3854 Sapien. Rd.",531
Mr.,Public Relations,In Process,,,MacKensie Hyde,YU04 0KT,"P.O. Box 126, 2376 At, St.",88
Mr.,Employee,Assigned,,,Tashya Mendez,S0 7KP,203-5657 Hendrerit Road,99
Mr.,Email,In Process,,,Aspen Everett,G6M 0FH,"P.O. Box 271, 2095 Condimentum. Ave",143
Mrs.,Word of mouth,Assigned,,,Kelly Holloway,ND7J 5GG,904-4842 Ligula. Rd.,290
Ms.,Conference,In Process,,,Hayden Bruce,T2 4DV,872-5187 Magna Rd.,500
Mrs.,Campaign,New,,,Indira Martinez,P60 9GP,905-5296 Mauris St.,450
Mrs.,Cold Call,New,,,Amena Douglas,DZ3 9NN,"Ap #220-868 At, St.",403
Mr.,Other,Recycled,,,Chadwick Dunlap,GJ47 2FA,9576 Nam Road,499
Ms.,Partner,Assigned,,,Hayfa Boone,O9Z 8UD,671-7872 Duis St.,111
Mrs.,Campaign,Recycled,,,Cherokee Norris,LF05 8ZA,8211 Sit Street,183
Mr.,Campaign,New,,,Bevis Humphrey,WM1 8TS,Ap #850-9181 Ut Avenue,329
Mr.,Email,Converted,,,Garth Gonzalez,P60 8DB,Ap #335-8008 Porttitor Street,348
Mr.,Public Relations,Recycled,,,Barclay Kirk,A2 9AS,9073 Duis Road,98
Ms.,Other,Assigned,,,Maite Hill,UX0 0IR,9908 Euismod Rd.,148
Mrs.,Trade Show,New,,,Ian Strong,FL1 2BK,154-3181 Parturient Road,485
Mr.,Campaign,In Process,,,Tashya Kline,NO2 2AO,"P.O. Box 872, 4757 Congue, St.",200
Ms.,Conference,New,,,Lunea Lee,FI08 2EQ,"P.O. Box 764, 7181 Donec Road",80
Mr.,Campaign,New,,,Judah Oneill,JP72 9ON,777-4387 Vel St.,508
Mr.,Email,Converted,,,Violet Gomez,R6 6NX,"P.O. Box 628, 8022 Cras Rd.",389
Ms.,Partner,Recycled,,,Edward Manning,TU9X 7WU,849-2396 Hendrerit Ave,464
Ms.,Cold Call,Dead,,,Mikayla Hartman,VU91 7TZ,"Ap #656-179 Et, Avenue",472
Mrs.,Partner,Converted,,,Brian Bryan,VK8 6QF,"P.O. Box 359, 3159 Vel Rd.",435
Ms.,Cold Call,Dead,,,Alisa Cochran,J86 8SU,"Ap #295-7252 Nostra, Rd.",92
Mrs.,Campaign,Dead,,,Ulysses Chandler,M5K 2XA,"Ap #266-7167 Amet, Ave",28
Ms.,Campaign,Converted,,,Cassady Dodson,Z6D 9RL,517-2866 Eu Road,78
Ms.,Partner,Dead,,,Malcolm Benton,O55 1OG,Ap #487-9078 Sagittis Street,249
Mrs.,Partner,New,,,Russell Craft,CK0 4NH,1277 Augue St.,392
Mr.,Conference,Converted,,,Omar Henry,A10 9KG,Ap #307-4259 Cursus Av.,17
Mrs.,Employee,Assigned,,,Uriah Lawrence,S3F 3ZN,651-9391 Nec St.,202
Ms.,Web Site,Converted,,,Tarik Patterson,TV1U 3PF,"771-3261 Enim, St.",113
Mrs.,Trade Show,Assigned,,,Kelly Hart,MV6 9NR,"P.O. Box 915, 7882 Arcu. Street",413
Mrs.,Cold Call,Assigned,,,Tarik Allison,T84 3MO,Ap #526-7494 Laoreet Street,209
Mr.,Campaign,In Process,,,Kay Richards,IH7D 8MK,2405 Nisi. Rd.,392
Mrs.,Public Relations,Recycled,,,Felix Ray,D3 6JR,Ap #600-9930 Vivamus Street,40
Mrs.,Other,In Process,,,Joy Mclean,YW5 3RO,3764 Interdum St.,109
Mrs.,Trade Show,In Process,,,Blaine Giles,VP60 4HN,218-8770 Dictum Av.,529
Mr.,Direct Mail,Converted,,,Aquila Ayers,LI78 3TS,1743 Sem Ave,41
Mrs.,Public Relations,Recycled,,,Hillary Evans,V50 8VR,8603 Neque. Av.,507
Ms.,Employee,In Process,,,Kelly Pena,O10 5OF,9512 Penatibus Street,11
Mr.,Self Generated,Recycled,,,Rashad Strong,GY0 2FK,Ap #179-4637 Vel Ave,518
Mrs.,Web Site,Recycled,,,Winifred Rosario,CM0E 0RT,141-5682 Nulla Av.,277
Ms.,Web Site,Assigned,,,Paula Black,DS81 8FJ,"P.O. Box 690, 6585 Vulputate St.",376
Mr.,Trade Show,Recycled,,,Echo Elliott,PC67 6DD,Ap #564-1104 Sollicitudin Rd.,385
Mrs.,Cold Call,In Process,,,Elton Wilson,VC50 7XP,Ap #243-1212 Cras Road,175
Mr.,Direct Mail,Converted,,,Ivan Jensen,C9S 3QW,232-5882 Massa. Avenue,230
Mrs.,Direct Mail,In Process,,,Nina Wolf,V9 6RI,"Ap #190-5122 Urna, Road",42
Mrs.,Other,In Process,,,Hilary Valencia,I3J 9WH,825-2095 Augue Rd.,440
Mr.,Public Relations,In Process,,,Clementine Barker,A7 4RB,261 Tincidunt St.,526
Mr.,Employee,Converted,,,Wade Molina,X89 0YH,365-9696 Sed Rd.,490
Ms.,Employee,Assigned,,,Gregory Huff,HJ0 1KB,5386 Ante Street,110
Mr.,Conference,New,,,Oscar Horn,L6G 7PO,"P.O. Box 445, 9750 Donec Ave",230
Ms.,Cold Call,Converted,,,Lane Howe,A95 6JU,"952-6547 Et, Av.",357
Mr.,Word of mouth,Converted,,,Herrod Buckner,P3C 0KW,8342 Dui Rd.,192
Mr.,Web Site,In Process,,,Kenneth Mosley,W09 9BP,909-8151 Est Avenue,199
Mrs.,Word of mouth,In Process,,,Jolene Olsen,LP54 5NM,Ap #798-8015 Metus. Ave,236
Mrs.,Partner,Assigned,,,Buffy Best,WY70 1TV,Ap #944-3702 Molestie. Ave,144
Mrs.,Email,Converted,,,Alyssa Copeland,D16 0MC,Ap #847-9931 Nulla Avenue,73
Mrs.,Self Generated,In Process,,,Mira Barrera,G01 1RK,1121 Feugiat Street,524
Ms.,Existing Customer,New,,,Jayme Medina,IR5X 0YN,494-7861 Varius Ave,320
Mrs.,Direct Mail,New,,,Hannah Small,E1 8DB,6242 Magna. Ave,37
Mr.,Partner,In Process,,,Erin Randolph,KE26 2WA,Ap #473-1076 Lacinia St.,389
Ms.,Email,New,,,Zachary Washington,Y42 4ZK,"P.O. Box 308, 5558 Laoreet, Avenue",448
Mr.,Other,Dead,,,Nevada Saunders,M89 3YA,"P.O. Box 703, 3844 Metus Rd.",516
Ms.,Self Generated,Dead,,,Carson Kemp,UE0B 9QN,"P.O. Box 394, 518 In, Av.",153
Mr.,Other,Dead,,,Hasad Paul,K22 0JT,101-2115 Commodo Street,261
Mr.,Direct Mail,Converted,,,Megan Estrada,N3 2SX,"P.O. Box 216, 9363 Dui. Rd.",114
Mr.,Other,Converted,,,Sopoline Raymond,HV2X 9KS,5250 Vulputate St.,39
Mrs.,Web Site,Recycled,,,Buckminster Navarro,RH1 6CT,894-6212 Tristique Road,175
Mr.,Cold Call,Assigned,,,Rogan Rosario,JY37 0AG,Ap #730-9406 Odio. Street,94
Mr.,Employee,Dead,,,Wesley Boyd,U8V 4UW,977-5598 Nunc Avenue,50
Mrs.,Self Generated,In Process,,,Rooney Swanson,I9Q 6UT,"P.O. Box 500, 6970 Vel Ave",317
Mr.,Employee,Converted,,,Buckminster Wiley,SP3U 3VU,544-923 Aliquam Av.,57
Ms.,Self Generated,Converted,,,Naida Baxter,AA50 7LI,306-5786 Ultrices. St.,350
Ms.,Partner,In Process,,,Colt Lamb,F5 6VY,886-4270 Velit. Ave,203
Mrs.,Cold Call,In Process,,,Prescott Bryan,P7 1UR,Ap #477-5943 Nunc. St.,209
Ms.,Other,Assigned,,,Naida Frederick,PG4 3YQ,766-2487 Arcu Ave,106
Mr.,Conference,Converted,,,Hasad Olson,FC5 7IZ,1406 Sed St.,5
Mrs.,Web Site,In Process,,,Dalton Whitley,V0 2FT,"P.O. Box 146, 4453 Convallis Avenue",366
Mrs.,Public Relations,In Process,,,Jessica Hopper,X1S 8VU,655 Est Rd.,316
Mr.,Self Generated,Dead,,,Montana Cantrell,F0 3BA,"916-2197 Dolor, Av.",504
Mrs.,Email,Dead,,,Alexa Freeman,Q5 9OW,Ap #772-9427 Eget Rd.,246
Mr.,Word of mouth,In Process,,,Desirae Colon,HZ4 1LZ,"882 Eu, Street",429
Mrs.,Other,Recycled,,,Ocean Barber,TV68 5TI,949-8032 Interdum. St.,490
Mrs.,Trade Show,Recycled,,,Baker Donovan,S0 9FT,Ap #282-3522 Lectus. Av.,282
Mr.,Self Generated,New,,,Sonya Bush,X0 3KO,8076 Ante. Ave,15
Mr.,Public Relations,Converted,,,Anastasia Mcdowell,LR7 0PA,"P.O. Box 826, 6969 Penatibus Road",195
Mrs.,Conference,In Process,,,Palmer Holden,WV4 5NW,463-2809 Ridiculus St.,109
Mr.,Conference,Recycled,,,Murphy Kent,W9B 4KG,3598 Magnis Street,431
Ms.,Existing Customer,New,,,Fuller Coffey,Y7I 8WS,"P.O. Box 931, 7697 Pede. Rd.",282
Mrs.,Conference,In Process,,,Hilel Terry,P30 0IL,634-7874 Justo Av.,16
Mr.,Self Generated,Assigned,,,Arden Andrews,U3 5SY,"P.O. Box 962, 2043 Nam Avenue",57
Mrs.,Employee,In Process,,,Stephanie Pope,BV4 1KI,9167 Lobortis Rd.,364
Ms.,Self Generated,Converted,,,Victoria Koch,R45 4BS,Ap #128-8891 Mi Rd.,400
Mr.,Direct Mail,Dead,,,Xenos Jordan,J44 8VZ,871-8590 Elit. Road,335
Ms.,Web Site,New,,,Hunter Knox,HI3 8TW,301-4571 Commodo St.,121
Mr.,Employee,Converted,,,Suki Justice,YT4 0RA,"P.O. Box 486, 5877 Cursus St.",503
Ms.,Campaign,Recycled,,,Davis Crosby,X8 1CG,1452 Varius Av.,319
Mr.,Trade Show,Dead,,,Venus Hopper,D77 4EF,"P.O. Box 853, 6991 In, Street",76
Mr.,Email,New,,,Karly Williamson,L1 5HE,818-8968 Eget St.,11
Mr.,Other,Converted,,,Nolan Dotson,KO87 3MF,712-5398 Vestibulum Rd.,15
Mr.,Word of mouth,Recycled,,,Cora Stone,D4B 9ZQ,886-2439 Magnis Rd.,213
Mrs.,Other,In Process,,,Astra Whitfield,M75 6PT,285-6458 A Avenue,441
Ms.,Trade Show,New,,,Fleur Morton,N67 5BB,"P.O. Box 517, 4711 Dictum. Street",416
Mr.,Direct Mail,Recycled,,,Ruth Lowe,D8 7VA,664-252 Ut Av.,385
Mrs.,Cold Call,Dead,,,Ursula Wise,V5I 4WW,6368 Quisque Avenue,247
Mr.,Web Site,Dead,,,Brennan Dejesus,E9 4GU,Ap #703-7898 Aenean Road,177
Mr.,Cold Call,Converted,,,Melinda Bishop,B7Z 1ZQ,7568 Tempor Av.,251
Ms.,Other,In Process,,,Melanie Lowery,W28 3GS,141-417 Mauris Rd.,33
Ms.,Employee,In Process,,,Illana Conway,JB92 4UH,Ap #532-8410 Lorem St.,61
Mr.,Existing Customer,Dead,,,Imani Sanders,Q6 7DS,"Ap #586-5540 Ullamcorper, Ave",340
Ms.,Word of mouth,Converted,,,Haviva Reeves,Z54 1OP,7683 Nec St.,151
Ms.,Direct Mail,Converted,,,Shad Mcgowan,PT5 2YN,936-7397 Euismod Street,344
Mr.,Web Site,Assigned,,,Abigail Gilmore,OT2 4XX,Ap #804-8078 Mi. Rd.,277
Mr.,Employee,Assigned,,,Ava Marquez,UQ6 3PV,4444 Sapien St.,332
Mr.,Direct Mail,Dead,,,Uriah Wheeler,GQ9 9MB,"103-9988 Luctus, Av.",348
Mrs.,Cold Call,Converted,,,Kane Vazquez,J9X 5OU,526 Est. Rd.,371
Mr.,Email,Assigned,,,Aubrey Barlow,MP68 2EU,104-9635 Mollis. Street,132
Mr.,Direct Mail,Converted,,,Graham Barker,UP1 8FW,"146-7836 Erat, St.",472
Mrs.,Existing Customer,New,,,Kristen Weeks,EX9 0IL,"942-5135 Dui, St.",127
Ms.,Self Generated,New,,,Clarke Munoz,IH8K 9QJ,"P.O. Box 933, 8239 Ante. Rd.",309
Ms.,Campaign,Assigned,,,Zena Carver,AS36 0KM,Ap #862-7068 Sed St.,147
Mrs.,Public Relations,Dead,,,Rahim Nunez,J5I 1AB,"P.O. Box 845, 1541 Non, St.",285
Ms.,Cold Call,In Process,,,Stella Velazquez,D5W 5OR,"P.O. Box 270, 5519 Nam Rd.",377
