LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Direct Mail,Converted,,,Chandler Grimes,MK95 2WL,815-2830 Sit Ave,378
Mr.,Conference,Assigned,,,Colby Holloway,WR5 3UZ,610-4007 Vitae Rd.,240
Ms.,Web Site,In Process,,,Helen Ware,TI8 7NA,Ap #269-1754 Cum Street,135
Mrs.,Direct Mail,Assigned,,,Adara Emerson,YV2H 8KQ,3263 Dis Av.,25
Mr.,Employee,Dead,,,Hiroko Landry,FK8 6BO,Ap #489-3549 Aenean Avenue,20
Mrs.,Word of mouth,In Process,,,Xanthus Walters,B5L 8MD,Ap #608-1596 Eu Street,196
Mr.,Trade Show,Converted,,,Sigourney Coleman,X2M 6UI,"P.O. Box 375, 8440 Orci Ave",21
Mr.,Cold Call,Converted,,,Abbot Browning,FT9 7ZK,"Ap #839-7764 In, St.",496
Ms.,Direct Mail,Converted,,,Hope Knight,BQ5I 5IM,Ap #911-940 Sollicitudin St.,325
Mrs.,Other,Recycled,,,Winter Carrillo,U3V 3FE,208-3189 Erat Road,277
Mr.,Public Relations,Converted,,,Raymond Thompson,I3A 1SN,Ap #481-644 Sit Road,502
Mrs.,Word of mouth,New,,,Idona Valentine,BA2 5GU,Ap #224-425 Ac St.,322
Ms.,Direct Mail,Assigned,,,Germaine Becker,KD7K 7UF,2433 Aenean Rd.,324
Mrs.,Conference,Converted,,,Brent Grimes,U2N 1YY,Ap #778-5073 Ac St.,471
Mrs.,Email,Assigned,,,Anne Salazar,G3A 1TS,"693-8646 Est, Ave",281
Mrs.,Cold Call,In Process,,,Charissa Weeks,ER5U 5SU,"280-8074 Elit, Avenue",346
Mrs.,Public Relations,Dead,,,Stone Rutledge,H66 8AG,Ap #386-3386 Faucibus Road,463
Mrs.,Word of mouth,Assigned,,,Len Alvarado,SV7V 5QE,"8250 Felis, Av.",440
Mrs.,Word of mouth,Converted,,,Uriel Rivers,PK5B 1TP,"P.O. Box 528, 4939 Nec Avenue",143
Ms.,Partner,Recycled,,,Arsenio Barnett,X26 2DC,966-8913 A Ave,292
Ms.,Employee,Converted,,,Ulla Nielsen,PD7J 1SL,6324 Suspendisse Avenue,402
Mrs.,Word of mouth,Converted,,,Barclay Mack,YF17 9KJ,3851 Ipsum Rd.,460
Ms.,Direct Mail,Dead,,,Briar Vasquez,JH7P 0IR,"P.O. Box 500, 9675 Et Road",121
Ms.,Web Site,Dead,,,Amela Olson,N65 9BV,"P.O. Box 418, 2826 Maecenas Av.",383
Mrs.,Campaign,Recycled,,,Gavin Ferrell,OG1 3ZH,383-9286 Turpis Av.,211
Ms.,Web Site,Recycled,,,Cody Parrish,F26 2MW,Ap #953-5872 Curabitur Rd.,10
Ms.,Word of mouth,In Process,,,Russell Case,FQ9Q 7OM,Ap #886-2216 Nunc Av.,477
Mrs.,Campaign,Assigned,,,Robert Schultz,P3H 8OB,"P.O. Box 267, 5208 Nulla Rd.",130
Ms.,Web Site,Recycled,,,Micah Huffman,EW9I 6ZK,934-7799 Dictum Rd.,113
Mr.,Campaign,In Process,,,Stacy Patton,I6Q 4XK,Ap #195-4211 Varius. Avenue,1
Ms.,Employee,Recycled,,,Ian Peterson,ST6 6FS,716-2564 Ut Rd.,363
Mrs.,Public Relations,Converted,,,Griffin Foster,O51 3GC,2112 Euismod Av.,67
Mr.,Trade Show,Dead,,,Merrill Forbes,WT9 9RD,2925 Nibh. Av.,25
Mr.,Direct Mail,In Process,,,Xena Irwin,E11 1NA,"P.O. Box 553, 6102 Suspendisse Street",419
Mrs.,Conference,Converted,,,Ivor Knox,J75 1GQ,"P.O. Box 419, 320 Adipiscing Road",497
Mr.,Public Relations,New,,,Sonia Mckay,DO7 7UG,"3049 Mauris, Road",501
Mrs.,Word of mouth,In Process,,,Remedios Joseph,V87 5CD,Ap #691-6220 Est. Avenue,274
Ms.,Trade Show,Assigned,,,Wallace Stafford,T4 0SO,"645-4449 Non, Rd.",112
Mrs.,Public Relations,Assigned,,,Seth Martinez,J6 2MT,4299 Ante Street,222
Mr.,Trade Show,Converted,,,Aidan Wright,JM7H 4JN,6480 Dictum Rd.,444
Mrs.,Partner,Converted,,,Micah Sampson,HU3 5YA,"P.O. Box 905, 1824 Nostra, St.",248
Mr.,Conference,Recycled,,,Iola Humphrey,Y2 3PG,1380 Arcu. St.,347
Mrs.,Web Site,Converted,,,Serena Bryant,R7E 3JC,"P.O. Box 927, 8467 Velit. Road",213
Mrs.,Email,Assigned,,,Tatiana Mcleod,TT7 6BC,"P.O. Box 790, 4659 Id Ave",305
Mr.,Word of mouth,In Process,,,Uriah Glass,RD6 8RI,"Ap #283-5053 Vitae, Rd.",303
Ms.,Conference,Converted,,,Arthur Lewis,IT1V 5MT,"P.O. Box 567, 1428 Mauris Road",269
Mr.,Campaign,Assigned,,,Julie Rasmussen,E0 6FV,4864 Cras St.,347
Ms.,Trade Show,Converted,,,Debra Becker,Q6G 6UB,"P.O. Box 758, 5582 Risus St.",364
Mrs.,Cold Call,Assigned,,,Fulton Mills,RU5G 2DH,Ap #894-3456 Arcu. St.,116
Mr.,Trade Show,Converted,,,Rahim Cline,HL42 4CF,"906-933 Vel, Ave",72
Mrs.,Trade Show,Assigned,,,Blossom Simon,W3D 3JV,3927 Ultricies Road,413
Mrs.,Direct Mail,In Process,,,Castor Jordan,M2 4UP,"P.O. Box 898, 1909 Donec Road",373
Mr.,Conference,Dead,,,Fritz Chang,VE1 5RA,218-7453 Augue Rd.,464
Mrs.,Trade Show,In Process,,,Marny Padilla,Q7X 4NT,"P.O. Box 787, 9685 Accumsan Rd.",58
Mrs.,Word of mouth,Converted,,,Rooney Mullins,AC23 7KZ,496-7356 Lacus. Avenue,518
Mr.,Existing Customer,Converted,,,Giacomo Lopez,Q5 6NX,4026 Erat St.,429
Mr.,Web Site,In Process,,,Raphael Horn,EY8H 6OX,Ap #764-4851 Sit Avenue,221
Mrs.,Campaign,Converted,,,Sydnee Macdonald,W0S 0BN,"2139 Leo, St.",487
Mr.,Conference,Converted,,,Kermit Mayer,MZ6Y 9WI,"P.O. Box 536, 6586 Montes, St.",346
Mr.,Cold Call,Assigned,,,Philip Mcdowell,XS4K 2ZY,"P.O. Box 631, 107 Magna. Street",425
Ms.,Cold Call,Assigned,,,Aaron Hebert,FD0 1PZ,Ap #974-3071 In Rd.,57
Mr.,Trade Show,New,,,Orli Perkins,BO70 0RK,3068 Et Street,149
Ms.,Direct Mail,New,,,Keelie Sims,OM18 9WP,"Ap #631-2475 Montes, Rd.",451
Mr.,Employee,Converted,,,Ryder Dillard,V25 7WW,"P.O. Box 415, 1049 Neque St.",382
Ms.,Direct Mail,Dead,,,Slade Bates,N9 7NK,"P.O. Box 544, 283 Velit. Av.",242
Mr.,Public Relations,Assigned,,,Kelsey Sexton,GC26 6ZB,703-8820 Sagittis Street,72
Mrs.,Web Site,Converted,,,Carissa Chaney,OF63 3ZJ,"P.O. Box 808, 6186 Pharetra Av.",516
Mr.,Conference,Converted,,,Brandon Rosales,Y88 8TH,8005 Nunc Rd.,104
Mr.,Trade Show,Converted,,,Britanni Campos,DI60 1YR,760-2521 Ligula. Rd.,396
Mr.,Email,Assigned,,,Ferris Webster,QZ1X 9YM,896-4027 Vehicula St.,134
Mrs.,Web Site,In Process,,,Fatima Obrien,WI3 1UV,832-7750 Magnis Ave,246
Mrs.,Trade Show,Converted,,,Brielle Mcfadden,H1T 0AD,595-9229 Aenean Rd.,523
Mr.,Campaign,Converted,,,Ralph Patel,ZX84 1JI,"P.O. Box 673, 5268 Donec Rd.",516
Mrs.,Email,In Process,,,Beverly Sharp,F40 8WD,"P.O. Box 803, 9763 Dolor Avenue",357
Mrs.,Email,Assigned,,,Rudyard Winters,QS0G 9MK,994-2673 Donec Avenue,135
Ms.,Email,Dead,,,Nayda Vinson,H71 1FY,"Ap #807-9578 Lorem, St.",27
Mrs.,Email,Converted,,,Roanna Campbell,XY5 4KP,2914 Nisl. Ave,515
Mr.,Campaign,Converted,,,Kaden Nunez,B55 2ES,Ap #439-374 Massa. St.,56
Mr.,Direct Mail,Converted,,,Ina Elliott,Z0N 7HD,3962 Sem Road,294
Ms.,Public Relations,Dead,,,September Ward,XN3Z 6BV,"P.O. Box 507, 1164 Elementum, Avenue",485
Ms.,Trade Show,Dead,,,Gareth Hyde,OM69 5JP,Ap #151-2180 Imperdiet Rd.,388
Ms.,Conference,Converted,,,Sybil Santiago,K86 9JM,Ap #786-466 Neque St.,263
Ms.,Email,In Process,,,Carissa Hanson,UC18 2PR,235-6915 Ultricies St.,461
Mr.,Direct Mail,Dead,,,Lydia Norris,AD70 0XM,4777 Sed Rd.,40
Mrs.,Trade Show,Recycled,,,Thane Key,NV22 9QA,"P.O. Box 492, 1308 Consequat St.",102
Mr.,Conference,Assigned,,,Jarrod Noel,S02 3GB,"P.O. Box 930, 977 Ullamcorper. Road",353
Mr.,Email,Recycled,,,Unity Kline,L9D 5DE,Ap #405-1226 Proin Rd.,145
Mr.,Trade Show,Converted,,,Charlotte Stanton,I5B 6QQ,"P.O. Box 413, 9533 Class Rd.",125
Mrs.,Campaign,Converted,,,Shellie Booth,K3 7SQ,"P.O. Box 464, 5166 Mattis Road",431
Mrs.,Web Site,Converted,,,Janna Mayo,WI0D 4BE,188-2731 Tortor Rd.,465
Mr.,Trade Show,Converted,,,Cyrus Savage,CH9D 6KR,Ap #430-5376 Luctus Rd.,411
Mrs.,Campaign,Converted,,,Stephen Howell,HE34 8SO,357-3426 Accumsan Av.,69
Mr.,Campaign,Converted,,,Christen Sanchez,I8 1JU,746-1797 Duis St.,473
Ms.,Campaign,Converted,,,Gretchen Garcia,S7S 0UW,3937 Vitae Ave,186
Mr.,Public Relations,In Process,,,Slade Carr,K86 4WI,"P.O. Box 637, 2251 Fusce Street",448
Ms.,Trade Show,Converted,,,Paki Dalton,G87 5AC,"Ap #564-9209 Orci, St.",2
Mrs.,Cold Call,Dead,,,Hilary Herring,X8R 0VT,Ap #540-181 Lectus. Road,161
Mr.,Campaign,New,,,Imogene Benton,ZH03 5HD,9710 Augue Rd.,439
Ms.,Public Relations,Converted,,,Caesar Young,C2D 5LA,358-6514 Libero. Avenue,75
Ms.,Partner,Dead,,,Eagan Salas,BJ2G 8FV,"P.O. Box 432, 1660 Adipiscing, Rd.",496
Ms.,Web Site,Dead,,,Chiquita Shaw,J9I 5ML,Ap #804-3039 Ante St.,396
Ms.,Self Generated,New,,,Jocelyn Mcfadden,N0E 8KE,"P.O. Box 199, 646 Vitae St.",233
Mrs.,Other,Dead,,,Harriet Kinney,WY8B 8CY,"P.O. Box 155, 3243 Accumsan Rd.",77
Mr.,Trade Show,New,,,Fritz Carrillo,HG24 8YM,Ap #528-5581 Eget Ave,138
Mrs.,Partner,Converted,,,Karyn Michael,BU2A 7QK,"P.O. Box 915, 6040 Nullam St.",448
Mrs.,Cold Call,Dead,,,Zelenia Rosario,KR7 8SH,Ap #821-9354 Fusce Avenue,356
Mrs.,Web Site,Converted,,,Ignatius Young,M91 3ZA,8520 Nunc St.,321
Mrs.,Campaign,Assigned,,,Cameran Kirby,JF7O 8XJ,"P.O. Box 120, 799 Pretium Ave",486
Mrs.,Self Generated,Recycled,,,Nissim Dawson,DR7B 4OT,"P.O. Box 408, 9965 Magna. Rd.",25
Ms.,Public Relations,Converted,,,Mason Mcintyre,D3N 3CZ,Ap #622-5494 Ornare St.,68
Mrs.,Partner,Dead,,,Gillian Higgins,RX7D 9CT,1289 Pellentesque Rd.,125
Mrs.,Direct Mail,Converted,,,Merritt Jefferson,IT3 9PL,Ap #636-7652 Vel Rd.,467
Ms.,Campaign,New,,,Fay Cain,JR3S 3AB,"P.O. Box 764, 7687 Non Rd.",43
Mrs.,Email,Converted,,,Channing Maddox,FA8 2JG,Ap #800-2499 Porttitor Ave,414
Ms.,Word of mouth,Converted,,,Raja Garza,BW9 1SI,6498 Ligula Ave,16
Mrs.,Web Site,In Process,,,Macaulay Sullivan,JU51 2WB,Ap #821-1215 Duis St.,513
Mrs.,Conference,Converted,,,Urielle Hays,R5 2WN,Ap #987-5527 Duis Rd.,340
Mr.,Trade Show,Dead,,,Summer Sparks,NP17 7GZ,Ap #925-631 Odio Avenue,222
Ms.,Word of mouth,Converted,,,Davis Bass,DB0E 0ZB,"P.O. Box 573, 7289 Interdum. Ave",20
Mrs.,Campaign,Converted,,,Octavia Huber,D0Q 8RO,8706 Lorem St.,39
Mr.,Campaign,Converted,,,Gloria Stanton,V88 4KJ,Ap #362-5600 Risus Avenue,353
Mr.,Cold Call,Recycled,,,Nigel Estes,IO7R 9EK,4148 Diam Rd.,444
Mrs.,Campaign,Converted,,,Joshua Downs,D96 3OT,135-2571 Iaculis Ave,243
Mrs.,Campaign,New,,,Ava Vincent,W8 4AZ,"P.O. Box 254, 4507 Nunc Av.",458
Mr.,Web Site,Dead,,,Charlotte Orr,P8 6RT,"P.O. Box 118, 8685 Ut, Av.",404
Mrs.,Trade Show,New,,,Ishmael Hebert,H2O 0PL,Ap #892-3823 Dolor St.,435
Ms.,Campaign,Recycled,,,Lyle Kirkland,T24 4YI,1953 Tincidunt St.,57
Mr.,Public Relations,Converted,,,Stewart Allen,J6C 9EC,Ap #195-2140 Ornare St.,236
Mrs.,Word of mouth,In Process,,,Neville Wood,K1 1ZV,"P.O. Box 322, 7854 Curabitur St.",506
Mrs.,Email,Converted,,,Octavia Gonzalez,MT5 0PE,"315-8293 Lacus, Street",185
Mr.,Employee,Converted,,,Hakeem Todd,QG4 3IX,"P.O. Box 152, 5947 Nulla St.",362
Ms.,Web Site,Converted,,,Kevyn Valentine,K4C 9PP,Ap #646-362 Faucibus Avenue,101
Ms.,Self Generated,Converted,,,Brenden Clay,A6R 8CG,"P.O. Box 547, 2118 Rhoncus Ave",333
Ms.,Partner,Converted,,,Willow Castaneda,G5B 4YL,281-9820 Nunc Av.,407
Mrs.,Cold Call,Converted,,,Baxter Barlow,U6 8SC,1809 Tincidunt Avenue,65
Mrs.,Direct Mail,Converted,,,Drake Sharp,IL5 4QW,Ap #479-951 Eu St.,40
Mr.,Cold Call,Converted,,,Karina Sellers,P3 9OU,"P.O. Box 120, 1364 Vitae Av.",300
Ms.,Self Generated,In Process,,,Madeson Mendez,A49 2UF,"P.O. Box 349, 1772 Dolor. Street",158
Ms.,Direct Mail,Converted,,,Astra Mckenzie,G2 4FT,Ap #292-6689 Molestie Street,226
Mr.,Conference,Converted,,,Olga Houston,C57 0NB,4124 Sapien. Street,98
Mrs.,Email,New,,,Ferdinand Frazier,H6Q 3OA,"P.O. Box 686, 6621 Aliquam St.",45
Ms.,Campaign,Converted,,,Tucker Ryan,OW3 0EW,202-8762 Sagittis. Rd.,513
Mr.,Web Site,In Process,,,Aline Boyle,WK6A 1DU,7763 Nibh. Ave,372
Mr.,Conference,Converted,,,Charissa Galloway,GB9G 9UV,7605 Quis St.,483
Mrs.,Trade Show,Converted,,,Joel Roach,V9J 1XY,9726 Sodales St.,208
Mrs.,Trade Show,Dead,,,Emerson Norton,X9H 1VL,933-9622 Sed Ave,512
Mr.,Public Relations,In Process,,,Lydia Meadows,J86 3GN,8575 Mauris Av.,94
Mr.,Self Generated,Converted,,,Deirdre Jimenez,U9 9ZX,5651 Turpis Ave,239
Mrs.,Employee,In Process,,,Jason Barlow,Q7 6QZ,"P.O. Box 580, 4800 Velit Rd.",283
Mrs.,Campaign,Converted,,,Velma Atkins,J7 6BD,"P.O. Box 108, 8000 Nunc. Rd.",218
Mrs.,Direct Mail,In Process,,,Tyrone Espinoza,D74 4YF,"P.O. Box 972, 8133 Feugiat Ave",443
Ms.,Conference,Converted,,,Cody Rodriquez,E9 9PV,"P.O. Box 224, 8567 Proin Street",420
Mr.,Public Relations,Recycled,,,Cade Bernard,U56 9DC,944-3995 Tellus St.,346
Mrs.,Campaign,Converted,,,James Schwartz,A8E 2IK,"P.O. Box 428, 544 Consectetuer St.",128
Mr.,Employee,Dead,,,Noelani Cleveland,F13 6CU,"P.O. Box 313, 9083 Augue Av.",130
Mrs.,Other,Dead,,,Beau Dawson,R0 8IY,Ap #224-1736 Maecenas Street,193
Mrs.,Web Site,Converted,,,Knox Kirk,U26 7WY,"P.O. Box 919, 3275 Amet St.",134
Mrs.,Existing Customer,Dead,,,Burke Allen,XE9 7UZ,Ap #249-1196 Porta Rd.,32
Ms.,Self Generated,Assigned,,,Drew Velasquez,FE26 3IB,3724 Sapien St.,365
Ms.,Existing Customer,Assigned,,,Florence Watson,QJ42 4UY,429-5999 Scelerisque St.,447
Mr.,Direct Mail,Assigned,,,Xanthus Booker,OU42 3HV,7366 Gravida St.,52
Mr.,Public Relations,Converted,,,Hoyt Walter,AL4 6JO,847-3597 Donec Rd.,311
Ms.,Word of mouth,Converted,,,Ivan Pitts,Y6Z 4EA,Ap #954-729 Cras Avenue,403
Ms.,Campaign,Assigned,,,Melyssa Fernandez,A04 9DX,2026 Semper St.,317
Ms.,Web Site,Converted,,,Elijah Pennington,F4D 1YF,233-7357 Odio Av.,368
Ms.,Email,Recycled,,,Jasmine Meadows,EB67 2BA,Ap #166-3873 Consectetuer Ave,184
Mr.,Public Relations,Converted,,,Mufutau Carroll,EG8V 4SA,Ap #652-9490 Suspendisse St.,332
Mrs.,Conference,Assigned,,,Finn Brown,EA9 2UB,303-6450 Fringilla Rd.,182
Mrs.,Trade Show,Assigned,,,Yuli Cunningham,E0 5WN,901-2822 Quisque St.,132
Ms.,Public Relations,Dead,,,Noble Lowe,MV5 7LJ,7065 Turpis Avenue,295
Mr.,Direct Mail,New,,,Kylee Mccormick,Q82 1UK,Ap #392-6509 Augue Rd.,345
Mrs.,Word of mouth,In Process,,,Reuben Pate,SJ52 3YY,"P.O. Box 668, 1241 Ac Av.",515
Ms.,Campaign,Converted,,,Giacomo Osborne,V7G 6HL,"P.O. Box 978, 1433 Donec St.",511
Mr.,Conference,Dead,,,Winifred Parker,D7W 8ZJ,"5132 Vel, Road",65
Ms.,Cold Call,In Process,,,Oleg Frank,E2H 7KW,415-9702 Libero Rd.,445
Mrs.,Campaign,Dead,,,Gray Cummings,YQ8 2VS,453-2055 Amet Avenue,423
Mrs.,Cold Call,Converted,,,Ruth Singleton,L5C 9IN,9072 Curae Ave,224
Mrs.,Web Site,Converted,,,Leonard Maldonado,A67 7FL,7461 Purus Road,206
Mrs.,Public Relations,Recycled,,,Rafael Delacruz,A54 8LT,7796 Amet Av.,372
Mr.,Self Generated,New,,,Cadman Salas,P4X 1DQ,"P.O. Box 603, 8630 Magna. Ave",369
Ms.,Email,New,,,Neil Jacobs,N5 2JH,133-5761 Rhoncus Rd.,261
Mr.,Conference,Recycled,,,Asher Patterson,I97 9EU,"P.O. Box 120, 4304 In Street",414
Mrs.,Direct Mail,Assigned,,,Alvin Mercer,YP4 7AU,711-7402 Cras St.,220
Mrs.,Email,Converted,,,Cade Dean,QK32 3NU,"P.O. Box 826, 4621 Nec Avenue",99
Mrs.,Email,Converted,,,Moses Emerson,RN86 0LD,8297 Massa Rd.,350
Mr.,Self Generated,Dead,,,Rose Fischer,N07 8BU,471-3893 Class Rd.,518
Ms.,Direct Mail,Dead,,,Blair Franklin,MY2 6SG,"P.O. Box 785, 665 Vulputate St.",115
Ms.,Cold Call,Converted,,,Burke Garza,K4X 6HS,422-3834 Donec St.,52
Mr.,Web Site,Dead,,,Carla Olsen,IG0 6IM,"P.O. Box 395, 7113 Convallis Ave",241
Mrs.,Word of mouth,Converted,,,Carol Bruce,L55 5PR,738-9382 Quam Road,39
Mr.,Web Site,Assigned,,,Katelyn Holcomb,G40 6GH,Ap #166-3818 Nullam Road,417
Mrs.,Word of mouth,New,,,Mia Bowman,M5 8JR,"P.O. Box 257, 5006 Sollicitudin Rd.",433
Mr.,Trade Show,Recycled,,,Keith Lynn,CO1A 6HF,"P.O. Box 242, 1564 Ligula Ave",422
Mr.,Direct Mail,Converted,,,Noelle Rocha,KE2 3YB,Ap #434-3784 Sed Street,467
Ms.,Trade Show,Dead,,,Joan Kidd,D2 4BV,Ap #330-1072 Feugiat. St.,186
Mrs.,Trade Show,New,,,Clayton Murphy,RS48 9JA,"P.O. Box 315, 2797 Eu, Street",438
Mr.,Campaign,New,,,Roary Norman,H6 9PK,"130-5708 A, Av.",226
Mrs.,Word of mouth,Dead,,,Hayley Merritt,HX21 9OK,Ap #838-3703 Mollis Av.,326
Mrs.,Web Site,Recycled,,,Norman Glover,WI9 4RC,"P.O. Box 337, 2874 Sed Avenue",71
Ms.,Campaign,New,,,Chantale Greer,OH09 7UZ,379-3131 Magnis Av.,178
Mr.,Other,Converted,,,Claudia Sargent,V4 1TY,5963 Nec Road,54
Mrs.,Campaign,In Process,,,Wynne Mcneil,D15 8XI,958-2833 Magna Street,320
Mr.,Trade Show,New,,,Malik Ryan,PR33 2EU,8218 Odio Rd.,474
Mr.,Word of mouth,Assigned,,,Lenore Rodriquez,JE3 7YR,796-5189 Cras St.,98
Mr.,Web Site,Recycled,,,Alvin Leon,K6 5UX,587-3477 Ornare Avenue,411
Mr.,Web Site,Converted,,,Winter Valenzuela,Y00 6JZ,709-493 Suscipit St.,464
Mrs.,Direct Mail,Dead,,,Quinlan Kramer,E74 2LX,Ap #289-6945 Semper Street,336
Mr.,Existing Customer,Dead,,,Ila Tyson,BP53 1RH,"P.O. Box 175, 9770 Pede Av.",423
Ms.,Campaign,In Process,,,Zahir Brock,PZ41 6AQ,4091 Sit St.,478
Ms.,Web Site,Recycled,,,Lenore Ellison,U0R 3NA,414 Malesuada. St.,294
Mr.,Self Generated,Converted,,,Leo Dillon,M41 8NW,"P.O. Box 318, 1008 Morbi St.",332
Ms.,Trade Show,In Process,,,Gavin House,O1Q 6UA,225-1638 Nisi Road,59
Mr.,Direct Mail,Dead,,,Paloma Clemons,U3E 1YG,6537 Sociis Ave,301
Ms.,Web Site,In Process,,,Austin Taylor,R4U 8CQ,889-2064 Arcu. Av.,225
Mr.,Email,In Process,,,Duncan Wheeler,Q00 0ZW,138-2941 Non Ave,513
Mr.,Trade Show,Converted,,,Breanna Knox,H6 2NC,Ap #492-6083 Quisque St.,352
Mrs.,Web Site,Converted,,,Andrew Walker,C2B 8GY,"5980 Nec, Avenue",96
Mrs.,Public Relations,Dead,,,Aubrey Matthews,K7 5US,9879 In Rd.,251
Mr.,Self Generated,Converted,,,Robert Brooks,M1S 4XH,764-3888 Dictum Rd.,398
Mrs.,Campaign,Converted,,,Jared Morse,AK9 5QN,2639 Lobortis Road,237
Mr.,Trade Show,Recycled,,,Davis Castro,ZR4X 8OD,Ap #201-6697 Nec Ave,210
Mr.,Direct Mail,Converted,,,Abbot Reid,OF7 1XZ,6875 Ut Avenue,459
Mrs.,Web Site,Recycled,,,Xyla Watson,CG5 5HM,2616 Eget St.,193
Ms.,Email,New,,,Cade Roy,S6 5WQ,"P.O. Box 942, 3060 Ligula. St.",124
Ms.,Web Site,In Process,,,Jesse Booker,J29 9LR,"P.O. Box 485, 8383 Neque. Road",436
Ms.,Cold Call,Dead,,,Clayton Melton,VK6Y 0SU,Ap #320-1909 Aliquet Road,152
Mrs.,Public Relations,Converted,,,Marshall Coffey,H3Y 2NW,"P.O. Box 313, 9230 Fermentum Av.",479
Mr.,Email,In Process,,,Eaton Glass,XG4R 1JY,Ap #143-9985 Donec Road,472
Mr.,Direct Mail,New,,,Caryn Lambert,HC5Q 8FP,"P.O. Box 407, 7594 Cum St.",236
Mrs.,Employee,New,,,Jenette Schwartz,N8O 9KJ,"P.O. Box 896, 5391 Nascetur Ave",149
Mrs.,Other,Converted,,,Cairo Morton,D5M 2LB,9235 Eleifend St.,192
Mrs.,Word of mouth,Converted,,,Hadassah Dale,BP7D 0ND,"P.O. Box 418, 5953 Ac Ave",487
Mr.,Word of mouth,In Process,,,Katell Holder,NI8 6NK,724-3250 Cras Av.,77
Mr.,Web Site,Recycled,,,TaShya Maldonado,Z34 1OU,"P.O. Box 623, 188 Etiam Avenue",364
Mr.,Web Site,Assigned,,,Jorden Riddle,PN1 6EX,Ap #298-6520 Ipsum Rd.,162
Mr.,Cold Call,Converted,,,Drake Carter,M41 8PO,Ap #191-1550 Nunc Ave,122
Mrs.,Email,In Process,,,Knox Barnes,X3 9PE,Ap #202-1162 Cursus St.,159
Mr.,Word of mouth,Assigned,,,Adena Burton,F81 6YZ,Ap #141-7938 Sed Av.,138
Ms.,Word of mouth,Converted,,,Yuri Horn,R6S 2YK,536-1526 Fusce Rd.,85
Ms.,Email,Converted,,,Jonah Montoya,O1I 3LH,9445 Vivamus St.,496
Mrs.,Trade Show,Dead,,,Camden Dotson,SC0 3FI,Ap #225-9936 Tellus. Avenue,153
Mrs.,Cold Call,Converted,,,Mona Reid,K6V 2FY,322-8596 Turpis Av.,499
Mrs.,Trade Show,Converted,,,Ivor Riggs,B97 5EW,"P.O. Box 887, 2104 Venenatis Street",420
Mr.,Web Site,Recycled,,,Yoshi Dennis,UJ10 4RL,888-2552 At Street,326
Mr.,Campaign,Converted,,,Nora Terry,HD59 8MQ,"P.O. Box 951, 1474 Sagittis Av.",422
Ms.,Web Site,New,,,David Taylor,MW3F 5XY,"P.O. Box 315, 3995 Lorem, St.",99
Mr.,Word of mouth,Converted,,,Neve Mathis,XN7Q 8IR,3355 Vivamus Rd.,279
Mr.,Email,In Process,,,Holly Greer,T3 9PI,Ap #995-7651 Nisi Av.,292
Mrs.,Cold Call,Converted,,,Baxter Jennings,MK6O 7GB,6466 Curabitur Ave,184
Ms.,Campaign,Recycled,,,Cade Alford,J82 0LO,9575 Euismod Street,294
Mrs.,Web Site,Converted,,,Mara Kennedy,QK4W 3ME,"P.O. Box 760, 7993 Sit Av.",7
Mr.,Public Relations,Converted,,,Shana Dillard,Y55 2OY,Ap #580-4159 Maecenas Av.,207
Ms.,Public Relations,In Process,,,Nolan Acevedo,SC46 3ZX,5950 Suspendisse Ave,341
Mrs.,Cold Call,Converted,,,Rina Dorsey,RH1K 0UL,Ap #327-9987 Adipiscing. St.,326
Ms.,Public Relations,Converted,,,Erica Morse,Y02 5SZ,"P.O. Box 563, 2117 Tempor Avenue",402
Mr.,Existing Customer,Dead,,,Diana Olson,H3I 6HZ,227-321 Pretium Rd.,404
Mr.,Word of mouth,Dead,,,Kimberly Peck,EC17 6DI,3983 Sed St.,191
Mrs.,Word of mouth,Recycled,,,Shea Schmidt,QE4 8UZ,"P.O. Box 894, 9197 Sed Avenue",160
Mr.,Campaign,New,,,Donovan Hurley,G0K 6MZ,"P.O. Box 666, 1264 Euismod Ave",218
Mr.,Campaign,Assigned,,,Allegra Reese,F6 0JG,"P.O. Box 997, 4302 Elit, St.",210
Mr.,Campaign,Converted,,,Geoffrey Harrell,DF05 5BN,758-2128 Elit St.,205
Ms.,Web Site,Recycled,,,Cade Sexton,BD0 0FI,"P.O. Box 818, 9878 Magnis Avenue",108
Mrs.,Email,New,,,Iris Pugh,BU6 4TV,3760 Est St.,118
Mr.,Trade Show,Recycled,,,Caleb Herrera,YA13 5KZ,Ap #202-6950 Adipiscing Rd.,437
Mr.,Self Generated,New,,,Akeem Santana,DP3W 4YA,149-9086 Lorem Ave,149
Mrs.,Cold Call,In Process,,,Rahim Ingram,T5 8ZE,"P.O. Box 197, 7780 Dui Road",2
Mr.,Employee,Dead,,,Nissim Hess,ZV7E 3UD,8062 Nunc Rd.,363
Mr.,Public Relations,New,,,Maggie Watkins,XK2 2IU,Ap #822-3531 A Street,364
Mrs.,Word of mouth,New,,,Ramona Aguilar,QJ4 2RA,1455 Arcu. St.,179
